'an'bao'mi'zhuan'li'shen'qing'chu'li 按保密专利申请处理
'yuan'shi'shen'qing 原始申请
'yuan'shi'shen'qing'wen'jian 原始申请文件
'yuan'shi'shuo'ming'shu 原始说明书
'yuan'shi'ti'jiao 原始提交
'yuan'shi'zheng'ju 原始证据
'yuan'shou'li'ji'guan 原受理机关
'yuan'shuo'ming'shu 原说明书
'yuan'shuo'ming'shu'he'quan'li'yao'qiu'shu 原说明书和权利要求书
'yuan'shuo'ming'shu'he'quan'li'yao'qiu'shu'ji'zai'de'fan'wei 原说明书和权利要求书记载的范围
'yuan'tu'pian'huo'zhe'zhao'pian'biao'shi'de'fan'wei 原图片或者照片表示的范围
'yuan'zhuan'li'de'bao'hu'fan'wei 原专利的保护范围
'yuan'zi'he'bian'huan'fang'fa 原子核变换方法
'yue'ding'yuan'ze 约定原则
'yue'hui'hui'wu'de'dian'hua'ji'lu 约会会晤的电话记录
'yun'shu'gong'ju'lin'shi'guo'jing 运输工具临时过境
'yun'xu'de'xiu'gai 允许的修改
'zai'ci'shen'cha 再次审查
'zai'ci'shen'cha'yi'jian'tong'zhi'shu 再次审查意见通知书
'zai'ci'shen'cha'yi'jian'tong'zhi'shu'zheng'wen 再次审查意见通知书正文
'zai'ci'yan'chang'qi'xian'qing'qiu'fei 再次延长期限请求费
'zai'fa'ding'qi'xian'nei 在法定期限内
'zai'he'li'chang'de'shi'jian'nei 在合理长的时间内
'zai'hou 在后
'zai'hou'gong'kai 在后公开
'zai'hou'guo'ji'shen'qing 在后国际申请
'zai'hou'ke'ti 在后客体
'zai'hou'quan'li 在后权利
'zai'hou'quan'li'ren 在后权利人
'zai'hou'shen'qing 在后申请
'zai'hou'shen'qing'de'shen'qing'ren 在后申请的申请人
'zai'ji'shu'shang'xiang'hu'guan'lian 在技术上相互关联
'zai'qian 在前
'zai'qian'quan'li'yao'qiu 在前权利要求
'zai'xian 在先
'zai'xian'gong'kai 在先公开
'zai'xian'gong'kai'shi'yong 在先公开使用
'zai'xian'gong'kai'shi'yong'xing'wei 在先公开使用行为
'zai'xian'guo'ji'shen'qing 在先国际申请
'zai'xian'jian'suo 在先检索
'zai'xian'jian'suo'jie'guo 在先检索结果
'zai'xian'ke'ti 在先客体
'zai'xian'qu'de'de'he'fa'quan'li 在先取得的合法权利
'zai'xian'quan'li 在先权利
'zai'xian'quan'li'ren 在先权利人
'zai'xian'she'ji 在先设计
'zai'xian'shen'qing 在先申请
'zai'xian'shen'qing'de'shen'qing'ren 在先申请的申请人
'zai'xian'shen'qing'guo'bie'huo'di'qu 在先申请国别或地区
'zai'xian'shen'qing'hao 在先申请号
'zai'xian'shen'qing'ri 在先申请日
'zai'xian'shen'qing'shi'wei'che'hui 在先申请视为撤回
'zai'xian'shen'qing'wen'jian'fu'ben 在先申请文件副本
'zai'xian'shi'yong 在先使用
'zai'xian'shi'yong'xing'wei 在先使用行为
'zai'xian'shu'ju'ku 在线数据库
'zai'xian'xing 再现性
'zai'zhi'ding'qi'xian'nei 在指定期限内
'zao'qi'gong'kai 早期公开
'zao'ri'gong'bu 早日公布
'ze'yi 择一
'ze'yi'fang'shi 择一方式
'ze'yi'fang'shi'yin'yong 择一方式引用
'ze'yi'yin'yong 择一引用
'zeng'jia'de'ji'shu'te'zheng 增加的技术特征
'zeng'jia'li'you 增加理由
'zeng'jian 增件
'zeng'yu 赠予
'zeng'yu'ren 赠予人
'zhai'yao 摘要
'zhai'yao'fu'ben 摘要副本
'zhai'yao'fu'tu 摘要附图
'zhai'yao'fu'tu'fu'ben 摘要附图副本
'zhai'yao'shu'ju'ku 摘要数据库
'zhai'yao'wen'zi'bu'fen 摘要文字部分
'zhai'yao'yi'wen 摘要译文
'zhan'chu'xing'wei 展出行为
'zhan'hui'zhi'shi'chan'quan'bao'hu'ban'fa 展会知识产权保护办法
'zhan'kai'tu 展开图
'zhan'lan'hui 展览会
'zhan'shi'gong'kai 展示公开
'zhan'shi'xing'wei 展示行为
'zhan'xian 占先
'zhang'ai'xiao'chu'zhi'ri 障碍消除之日
'zhang'qin 张勤
'zhen'duan'fang'fa 诊断方法
'zhen'shi'xing 真实性
'zhen'shi'xing'xia'ci 真实性瑕疵
'zheng'bian 争辩
'zheng'bu 正部
'zheng'bu'ji 正部级
'zheng'bu'ji'shen'cha'yan'jiu'yuan 正部级审查研究员
'zheng'bu'ji'shen'cha'yuan 正部级审查员
'zheng'bu'shen 正部审
'zheng'bu'zhang 正部长
'zheng'chu 正处
'zheng'chu'ji 正处级
'zheng'chu'ji'shen'cha'fu'yan'jiu'yuan 正处级审查副研究员
'zheng'chu'ji'shen'cha'yuan 正处级审查员
'zheng'chu'shen 正处审
'zheng'chu'zhang 正处长
'zheng'dang'li'you 正当理由
'zheng'fu'jian'zu'zhi 政府间组织
'zheng'gui'de'guo'jia'shen'qing 正规的国家申请
'zheng'ju'bu'zu 证据不足
'zheng'ju'cai'liao 证据材料
'zheng'ju'chi'you'ren 证据持有人
'zheng'ju'de'zheng'ming'li 证据的证明力
'zheng'ju'fang'shi 证据方式
'zheng'ju'lei'xing 证据类型
'zheng'ju'lian 证据链
'zheng'ju'mie'shi 证据灭失
'zheng'ju'ren'ding 证据认定
'zheng'ju'xiao'li 证据效力
'zheng'ju'xing'shi 证据形式
'zheng'ju'zheng'ming'li 证据证明力
'zheng'ju'zhi'chi 证据支持
'zheng'ke 正科
'zheng'ke'ji 正科级
'zheng'ke'ji'shen'cha'yuan 正科级审查员
'zheng'ke'ji'shen'cha'zhu'li'yan'jiu'yuan 正科级审查助理研究员
'zheng'ke'shen 正科审
'zheng'ming'cai'liao 证明材料
'zheng'ming'guan'xi 证明关系
'zheng'ming'li 证明力
'zheng'ming'shou'xu 证明手续
'zheng'ming'ti'xi 证明体系
'zheng'ming'wen'jian 证明文件
'zheng'ming'xiao'li 证明效力
'zheng'ren'chu'ting'zuo'zheng 证人出庭作证
'zheng'ren'zheng'yan 证人证言
'zheng'shi'chu'ban 正式出版
'zheng'shi'gong'bu 正式公布
'zheng'ti'fen'lei 整体分类
'zheng'ti'xiang'tong 整体相同
'zheng'ti'xiang'tong'yuan'ze 整体相同原则
'zheng'ti'yuan'ze 整体原则
'zheng'tou'ying'shi'tu 正投影视图
'zheng'yi'shi'shi 争议事实
'zheng'yi'zhuan'li 争议专利
'zhi'bei'fang'fa 制备方法
'zhi'bei'fang'fa'te'zheng 制备方法特征
'zhi'bei'fang'fa'xian'ding 制备方法限定
'zhi'ding'fei 指定费
'zhi'ding'guan'xia 指定管辖
'zhi'ding'guo 指定国
'zhi'ding'ju 指定局
'zhi'ding'qi'xian 指定期限
'zhi'ding'zhong'guo 指定中国
'zhi'hui'cai'chan 智慧财产
'zhi'jian 纸件
'zhi'jian 质检
'zhi'jian'bao'gao 质检报告
'zhi'jian'tong'bao 质检通报
'zhi'jian'xing'shi 纸件形式
'zhi'jian'zu 质检组
'zhi'jie'dao'chu 直接导出
'zhi'jie'dao'chu'de'wei'yi'nei'rong 直接导出的唯一内容
'zhi'jie'de 直接地
'zhi'jie'deng'tong'wu 直接等同物
'zhi'jie'guan'cha 直接观察
'zhi'jie'huo'de 直接获得
'zhi'jie'huo'de'de'chan'pin 直接获得的产品
'zhi'jie'qin'quan 直接侵权
'zhi'jie'qin'quan'xing'wei 直接侵权行为
'zhi'jie'que'ding 直接确定
'zhi'jie'song'jiao 直接送交
'zhi'jie'zhi'huan 直接置换
'zhi'li'huo'dong 智力活动
'zhi'li'huo'dong'de'gui'ze'he'fang'fa 智力活动的规则和方法
'zhi'li'lao'dong'cheng'guo 智力劳动成果
'zhi'liang'jian'cha 质量检查
'zhi'liang'tong'bao 质量通报
'zhi'liao'fang'fa 治疗方法
'zhi'liao'mu'di 治疗目的
'zhi'liao'mu'di'de'wai'ke'shou'shu'fang'fa 治疗目的的外科手术方法
'zhi'ming 指明
'zhi'na'jin 滞纳金
'zhi'na'qi 滞纳期
'zhi'quan'ren 质权人
'zhi'shi'chan'quan 知识产权
'zhi'shi'chan'quan'bao'hu 知识产权保护
'zhi'shi'chan'quan'bao'she 知识产权报社
'zhi'shi'chan'quan'chu'ban'she 知识产权出版社
'zhi'shi'chan'quan'dai'li'shi'wu'suo 知识产权代理事务所
'zhi'shi'chan'quan'dai'li'you'xian'gong'si 知识产权代理有限公司
'zhi'shi'chan'quan'fa 知识产权法
'zhi'shi'chan'quan'fa'zhan'yan'jiu'zhong'xin 知识产权发展研究中心
'zhi'shi'chan'quan'hai'guan'bao'hu'tiao'li 知识产权海关保护条例
'zhi'shi'chan'quan'ju 知识产权局
'zhi'shi'chan'quan'ling'yu 知识产权领域
'zhi'shi'chan'quan'pei'xun'zhong'xin 知识产权培训中心
'zhi'shi'chan'quan'xie'yi 知识产权协议
'zhi'shi'chan'quan'yan'jiu'hui 知识产权研究会
'zhi'shi'chan'quan'zhi'du 知识产权制度
'zhi'shi'chan'quan'zu'zhi 知识产权组织
'zhi'wu'fa'ming 职务发明
'zhi'wu'fa'ming'chuang'zao 职务发明创造
'zhi'xun 质询
'zhi'ya 质押
'zhi'ya'he'tong 质押合同
'zhi'ya'qi 质押期
'zhi'ya'qi'jian 质押期间
'zhi'zao'di 制造地
'zhi'zao'fang'fa 制造方法
'zhi'zao'zhe 制造者
'zhi'zheng 质证
'zhi'zheng'huan'jie 质证环节
'zhong'da'ji'shu'jin'bu 重大技术进步
'zhong'guo'dian'xing'pei'yang'wu'zhong'xin 中国典型培养物中心
'zhong'guo'fa'ming'xie'hui 中国发明协会
'zhong'guo'guo'jia'dai'ma 中国国家代码
'zhong'guo'qi'kan'quan'wen'shu'ju'ku 中国期刊全文数据库
'zhong'guo'shen'qing'ren'xiang'guo'ji'ju'di'jiao'guo'ji'shen'qing'shi'shi'ban'fa 中国申请人向国际局递交国际申请实施办法
'zhong'guo'shou'ci'shen'qing 中国首次申请
'zhong'guo'tai'wan'yang'zi 中国台湾样字
'zhong'guo'wei'sheng'wu'jun'zhong'bao'cang'guan'li'wei'yuan'hui'pu'tong'wei'sheng'wu'zhong'xin 中国微生物菌种保藏管理委员会普通微生物中心
'zhong'guo'yao'wu'zhuan'li'shu'ju'ku 中国药物专利数据库
'zhong'guo'you'xiu'bo'shuo'shi'xue'wei'lun'wen'quan'wen'shu'ju'ku 中国优秀博硕士学位论文全文数据库
'zhong'guo'zai'hou'shen'qing 中国在后申请
'zhong'guo'zheng'fu'zhu'ban'huo'zhe'cheng'ren'de'guo'ji'zhan'lan'hui 中国政府主办或者承认的国际展览会
'zhong'guo'zhi'shi'chan'quan'bao'she 中国知识产权报社
'zhong'guo'zhi'shi'chan'quan'pei'xun'zhong'xin 中国知识产权培训中心
'zhong'guo'zhi'shi'chan'quan'yan'jiu'hui 中国知识产权研究会
'zhong'guo'zhong'yao'bao'zhi'quan'wen'shu'ju'ku 中国重要报纸全文数据库
'zhong'guo'zhong'yao'hui'yi'lun'wen'quan'wen'shu'ju'ku 中国重要会议论文全文数据库
'zhong'guo'zhuan'li'bao'hu'xie'hui 中国专利保护协会
'zhong'guo'zhuan'li'ju'yu'shi'jie'zhi'shi'chan'quan'zu'zhi'guo'ji'ju'qian'ding'de'xie'yi 中国专利局与世界知识产权组织国际局签订的协议
'zhong'guo'zhuan'li'quan'wen'hun'he'mo'shi'jian'suo'xi'tong 中国专利全文混合模式检索系统
'zhong'guo'zhuan'li'quan'wen'jian'suo'xi'tong 中国专利全文检索系统
'zhong'guo'zhuan'li'wen'xian'bian'hao'xi'tong'fang'an 中国专利文献编号系统方案
'zhong'guo'zhuan'li'wen'xian'jian'suo'xi'tong 中国专利文献检索系统
'zhong'guo'zhuan'li'xin'xi'zhong'xin 中国专利信息中心
'zhong'hua'quan'guo'zhuan'li'dai'li'ren'xie'hui 中华全国专利代理人协会
'zhong'jian'shu'zhi 中间数值
'zhong'jian'wen'jian 中间文件
'zhong'jian'wen'jian'biao'ge 中间文件表格
'zhong'ju'jue'ding 终局决定
'zhong'lei'dai'ma 种类代码
'zhong'lei'hao 种类号
'zhong'shen 终审
'zhong'shen'pan'jue 终审判决
'zhong'tong 中通
'zhong'tong'biao 中通表
'zhong'tong'biao'ge 中通表格
'zhong'tong'hui'an 中通回案
'zhong'tong'lv 中通率
'zhong'tong'zheng'wen 中通正文
'zhong'wen'biao'ge 中文表格
'zhong'wen'fei'zhuan'li'shu'ju'ku 中文非专利数据库
'zhong'wen'fei'zhuan'li'wen'xian 中文非专利文献
'zhong'wen'fei'zhuan'li'wen'xian'ku 中文非专利文献库
'zhong'wen'fei'zhuan'li'wen'xian'shu'ju'ku 中文非专利文献数据库
'zhong'wen'gong'bu 中文公布
'zhong'wen'ku 中文库
'zhong'wen'qi'kan 中文期刊
'zhong'wen'qi'kan'quan'wen'shu'ju'ku 中文期刊全文数据库
'zhong'wen'qi'kan'quan'wen'shu'ju'ku'mu'lu 中文期刊全文数据库目录
'zhong'wen'shu'ju'ku 中文数据库
'zhong'wen'yi'ben 中文译本
'zhong'wen'yi'ming 中文译名
'zhong'wen'yi'wen 中文译文
'zhong'wen'zhuan'li'shu'ju'ku 中文专利数据库
'zhong'wen'zhuan'li'wen'xian 中文专利文献
'zhong'wen'zhuan'li'wen'xian'shu'ju'ku 中文专利文献数据库
'zhong'zhi'cheng'xu 中止程序
'zhong'zhi'cheng'xu 终止程序
'zhong'zhi'cheng'xu'bu'ban'shou'xu'tong'zhi'shu 中止程序补办手续通知书
'zhong'zhi'cheng'xu'jie'shu'tong'zhi'shu 中止程序结束通知书
'zhong'zhi'cheng'xu'qing'qiu 中止程序请求
'zhong'zhi'cheng'xu'qing'qiu'bu'zheng'tong'zhi'shu 中止程序请求补正通知书
'zhong'zhi'cheng'xu'qing'qiu'fei 中止程序请求费
'zhong'zhi'cheng'xu'qing'qiu'shen'pi'tong'zhi'shu 中止程序请求审批通知书
'zhong'zhi'cheng'xu'qing'qiu'shu 中止程序请求书
'zhong'zhi'cheng'xu'shen'pi'tong'zhi'shu 中止程序审批通知书
'zhong'zhi'cheng'xu'tong'zhi'shu 中止程序通知书
'zhong'zhi'cheng'xu'zhong'jian'wen'jian'tong'zhi'shu 中止程序中间文件通知书
'zhong'zhi'chu'li 中止处理
'zhong'zhi'fu'shen'cheng'xu'shen'li'de'qing'qiu'shu 中止复审程序审理的请求书
'zhong'zhi'jian'suo 中止检索
'zhong'zhi'li'you 中止理由
'zhong'zhi'qiang'zhi'xu'ke 终止强制许可
'zhong'zhi'qiang'zhi'xu'ke'qing'qiu 终止强制许可请求
'zhong'zhi'qiang'zhi'xu'ke'qing'qiu'shu 终止强制许可请求书
'zhong'zhi'qing'qiu 中止请求
'zhong'zhi'qing'qiu'fei 中止请求费
'zhong'zhi'ri 终止日
'zhong'zhi'shi'shi'qiang'zhi'xu'ke 终止实施强制许可
'zhong'zhi'shi'shi'qiang'zhi'xu'ke'jue'ding 终止实施强制许可决定
'zhong'zhi'su'song 中止诉讼
'zhong'zhi'wu'xiao'cheng'xu'shen'li'de'qing'qiu'shu 中止无效程序审理的请求书
'zhong'zhi'zhuang'tai 中止状态
'zhu'ce'shang'biao 注册商标
'zhu'che 主撤
'zhu'dong'bu'zheng 主动补正
'zhu'dong'che'hui 主动撤回
'zhu'dong'che'hui'tong'zhi'dan 主动撤回通知单
'zhu'dong'fang'qi'tong'zhi'dan 主动放弃通知单
'zhu'dong'ti'chu'xiu'gai 主动提出修改
'zhu'dong'xiu'gai 主动修改
'zhu'fen'lei'hao 主分类号
'zhu'guan'dan'wei 主管单位
'zhu'guan'gu'yi 主观故意
'zhu'guan'yi'yuan 主观意愿
'zhu'ke 主科
'zhu'lu'shi'xiang 著录事项
'zhu'lu'xiang'mu 著录项目
'zhu'lu'xiang'mu'bian'geng 著录项目变更
'zhu'lu'xiang'mu'bian'geng'dan 著录项目变更单
'zhu'lu'xiang'mu'bian'geng'fei 著录项目变更费
'zhu'lu'xiang'mu'bian'geng'li'you 著录项目变更理由
'zhu'lu'xiang'mu'bian'geng'li'you'zheng'ming 著录项目变更理由证明
'zhu'lu'xiang'mu'bian'geng'shen'bao'shu 著录项目变更申报书
'zhu'lu'xiang'mu'bian'geng'shou'xu'fei 著录项目变更手续费
'zhu'lu'xiang'mu'bian'geng'tong'zhi'dan 著录项目变更通知单
'zhu'lu'xiang'mu'bian'geng'tong'zhi'shu 著录项目变更通知书
'zhu'lu'xiang'mu'bian'geng'zheng'ming'wen'jian 著录项目变更证明文件
'zhu'lu'xiang'mu'shu'ju 著录项目数据
'zhu'ming'yuan'wen 注明原文
'zhu'ren'ke'yuan 主任科员
'zhu'ren'wei'yuan 主任委员
'zhu'shen'yuan 主审员
'zhu'shi'tu 主视图
'zhu'ti 主体
'zhu'ti'ji'zhun 主体基准
'zhu'ti'lei'bie 主题类别
'zhu'ti'ming'cheng 主题名称
'zhu'ti'xiang'tong 主题相同
'zhu'yao'dui'bi'wen'jian 主要对比文件
'zhu'yao'fa'ming 主要发明
'zhu'yao'ji'shu'te'zheng 主要技术特征
'zhu'yao'zheng'ju'bu'zu 主要证据不足
'zhu'zhang'bu'neng'cheng'li 主张不能成立
'zhu'zhang'quan'li 主张权利
'zhuan'an 转案
'zhuan'an'dan 转案单
'zhuan'huan'bao'hu 转换保护
'zhuan'ji'yin'dong'wu'huo'zhi'wu 转基因动物或植物
'zhuan'li'an'jian 专利案件
'zhuan'li'bao'hu 专利保护
'zhuan'li'bao'hu'ke'ti 专利保护客体
'zhuan'li'biao'ji 专利标记
'zhuan'li'biao'ji'he'zhuan'li'hao'biao'zhu'fang'shi'de'gui'ding 专利标记和专利号标注方式的规定
'zhuan'li'cai'chan'quan'li 专利财产权利
'zhuan'li'chan'pin 专利产品
'zhuan'li'cheng'xu 专利程序
'zhuan'li'dai'li 专利代理
'zhuan'li'dai'li'an'jian 专利代理案件
'zhuan'li'dai'li'cheng'jie'gui'ze 专利代理惩戒规则
'zhuan'li'dai'li'fei 专利代理费
'zhuan'li'dai'li'gong'zuo 专利代理工作
'zhuan'li'dai'li'guan'li'ban'fa 专利代理管理办法
'zhuan'li'dai'li'hang'ye 专利代理行业
'zhuan'li'dai'li'ji'gou 专利代理机构
'zhuan'li'dai'li'ji'gou'bian'geng 专利代理机构变更
'zhuan'li'dai'li'ji'gou'ming'cheng 专利代理机构名称
'zhuan'li'dai'li'ji'gou'ming'cheng'ji'zhuan'li'dai'li'ren'xing'ming 专利代理机构名称及专利代理人姓名
'zhuan'li'dai'li'ji'gou'nian'jian 专利代理机构年检
'zhuan'li'dai'li'ji'gou'nian'jian'ban'fa 专利代理机构年检办法
'zhuan'li'dai'li'ji'gou'zheng'shu 专利代理机构证书
'zhuan'li'dai'li'ren 专利代理人
'zhuan'li'dai'li'ren'dai'ma 专利代理人代码
'zhuan'li'dai'li'ren'dai'ma'biao'zhun 专利代理人代码标准
'zhuan'li'dai'li'ren'gong'zuo'zheng 专利代理人工作证
'zhuan'li'dai'li'ren'kao'he'wei'yuan'hui 专利代理人考核委员会
'zhuan'li'dai'li'ren'kao'shi 专利代理人考试
'zhuan'li'dai'li'ren'xie'hui 专利代理人协会
'zhuan'li'dai'li'ren'xing'ming 专利代理人姓名
'zhuan'li'dai'li'ren'zhi'ye'zheng 专利代理人执业证
'zhuan'li'dai'li'ren'zi'ge 专利代理人资格
'zhuan'li'dai'li'ren'zi'ge'kao'shi 专利代理人资格考试
'zhuan'li'dai'li'ren'zi'ge'kao'shi'da'gang 专利代理人资格考试大纲
'zhuan'li'dai'li'ren'zi'ge'kao'shi'kao'wu'gui'ze 专利代理人资格考试考务规则
'zhuan'li'dai'li'ren'zi'ge'kao'shi'shi'shi'ban'fa 专利代理人资格考试实施办法
'zhuan'li'dai'li'ren'zi'ge'zheng'shu 专利代理人资格证书
'zhuan'li'dai'li'shi'wu'suo 专利代理事务所
'zhuan'li'dai'li'tiao'li 专利代理条例
'zhuan'li'dai'li'wei'tuo'shu 专利代理委托书
'zhuan'li'dai'li'ye'wu 专利代理业务
'zhuan'li'dai'li'you'xian'gong'si 专利代理有限公司
'zhuan'li'dai'li'zhi'du 专利代理制度
'zhuan'li'deng'ji 专利登记
'zhuan'li'deng'ji'bu 专利登记簿
'zhuan'li'deng'ji'bu'fu'ben 专利登记簿副本
'zhuan'li'deng'ji'fei 专利登记费
'zhuan'li'du'li'yuan'ze 专利独立原则
'zhuan'li'fa 专利法
'zhuan'li'fa'gui 专利法规
'zhuan'li'fa'ji'qi'shi'shi'xi'ze 专利法及其实施细则
'zhuan'li'fa'lv 专利法律
'zhuan'li'fa'lv'ti'xi 专利法律体系
'zhuan'li'fa'shi'shi'xi'ze 专利法实施细则
'zhuan'li'fa'yi'yi'shang'de 专利法意义上的
'zhuan'li'fang'fa 专利方法
'zhuan'li'fei'yong 专利费用
'zhuan'li'fei'yong'guan'li'chu'geng'zheng'tong'zhi'dan 专利费用管理处更正通知单
'zhuan'li'fei'yong'ji'ben'xin'xi 专利费用基本信息
'zhuan'li'fei'yong'ji'ben'xin'xi'dai'ma'gui'fan 专利费用基本信息代码规范
'zhuan'li'fei'yong'jian'huan'ban'fa 专利费用减缓办法
'zhuan'li'fei'yong'jin'e 专利费用金额
'zhuan'li'fei'yong'zhong'lei 专利费用种类
'zhuan'li'fen'lei 专利分类
'zhuan'li'fen'lei'biao 专利分类表
'zhuan'li'fen'lei'hao 专利分类号
'zhuan'li'fen'lei'wen'zhai 专利分类文摘
'zhuan'li'fu'shen 专利复审
'zhuan'li'fu'shen'an'jian 专利复审案件
'zhuan'li'fu'shen'wei 专利复审委
'zhuan'li'fu'shen'wei'yuan'hui 专利复审委员会
'zhuan'li'fu'shen'wei'yuan'hui'fu'shen'qing'qiu'kou'tou'shen'li'gong'gao 专利复审委员会复审请求口头审理公告
'zhuan'li'fu'shen'wei'yuan'hui'ti'dang'tong'zhi'dan 专利复审委员会提档通知单
'zhuan'li'fu'shen'wei'yuan'hui'wu'xiao'xuan'gao'qing'qiu'kou'tou'shen'li'gong'gao 专利复审委员会无效宣告请求口头审理公告
'zhuan'li'gong'bao 专利公报
'zhuan'li'gong'bao'che'jian'zeng'jian'zhu'lu'xiang'mu'xiu'gai'liu'cheng'dan 专利公报撤件增件著录项目修改流程单
'zhuan'li'gong'bao'dai 专利公报袋
'zhuan'li'gong'bao'fa'gao'dan 专利公报发稿单
'zhuan'li'gong'bao'geng'zheng'tong'zhi'dan 专利公报更正通知单
'zhuan'li'guan'li 专利管理
'zhuan'li'guan'li'ji'gou 专利管理机构
'zhuan'li'guan'li'ji'guan 专利管理机关
'zhuan'li'guan'li'ji'guan'chu'li'jue'ding 专利管理机关处理决定
'zhuan'li'guan'li'ji'guan'chu'li'zhuan'li'jiu'fen'ban'fa 专利管理机关处理专利纠纷办法
'zhuan'li'gui'zhang 专利规章
'zhuan'li'guo'ji'shen'qing 专利国际申请
'zhuan'li'guo'ji'tiao'yue 专利国际条约
'zhuan'li'hao 专利号
'zhuan'li'he'tong 专利合同
'zhuan'li'he'tong'bei'an 专利合同备案
'zhuan'li'he'tong'lv'xing'qi'jian 专利合同履行期间
'zhuan'li'he'tong'lv'xing'qi'xian 专利合同履行期限
'zhuan'li'he'tong'qi'xian 专利合同期限
'zhuan'li'he'zuo'tiao'yue 专利合作条约
'zhuan'li'he'zuo'tiao'yue'guo'ji'jian'suo'he'chu'bu'shen'cha'zhi'nan 专利合作条约国际检索和初步审查指南
'zhuan'li'he'zuo'tiao'yue'shen'qing'ren'zhi'nan 专利合作条约申请人指南
'zhuan'li'he'zuo'tiao'yue'shi'shi'xi'ze 专利合作条约实施细则
'zhuan'li'he'zuo'tiao'yue'shou'li'ju'zhi'nan 专利合作条约受理局指南
'zhuan'li'he'zuo'tiao'yue'xing'zheng'gui'cheng 专利合作条约行政规程
'zhuan'li'hua 专利化
'zhuan'li'ji'shu 专利技术
'zhuan'li'ji'shu'kai'fa'gong'si 专利技术开发公司
'zhuan'li'jian'suo 专利检索
'zhuan'li'jian'suo'shu'ju'ku 专利检索数据库
'zhuan'li'jian'suo'xi'tong 专利检索系统
'zhuan'li'jian'suo'zhong'xin 专利检索中心
'zhuan'li'jian'suo'zi'xun'zhong'xin 专利检索咨询中心
'zhuan'li'jie 专利界
'zhuan'li'jiu'fen 专利纠纷
'zhuan'li'ju 专利局
'zhuan'li'ju'chu'li'yi'jian 专利局处理意见
'zhuan'li'ju'gong'gao 专利局公告
'zhuan'li'ju'ling 专利局令
'zhuan'li'nian'du 专利年度
'zhuan'li'nian'fei 专利年费
'zhuan'li'nian'fei'jiao'na'ping'zheng 专利年费交纳凭证
'zhuan'li'pao'mo 专利泡沫
'zhuan'li'qiang'zhi'xu'ke 专利强制许可
'zhuan'li'qin'quan 专利侵权
'zhuan'li'qin'quan'jiu'fen 专利侵权纠纷
'zhuan'li'qin'quan'pan'ding 专利侵权判定
'zhuan'li'qin'quan'pan'ding'yuan'ze 专利侵权判定原则
'zhuan'li'qin'quan'su'song 专利侵权诉讼
'zhuan'li'qing'qiu'shu 专利请求书
'zhuan'li'quan 专利权
'zhuan'li'quan'bu'wen'ding 专利权不稳定
'zhuan'li'quan'chu'zhi 专利权出质
'zhuan'li'quan'de'bao'hu'fan'wei 专利权的保护范围
'zhuan'li'quan'de'ke'ti 专利权的客体
'zhuan'li'quan'de'zhu'ti 专利权的主体
'zhuan'li'quan'gui'shu 专利权归属
'zhuan'li'quan'gui'shu'jiu'fen 专利权归属纠纷
'zhuan'li'quan'guo'ji'yong'jin 专利权国际用尽
'zhuan'li'quan'guo'nei'yong'jin 专利权国内用尽
'zhuan'li'quan'lan'yong 专利权滥用
'zhuan'li'quan'lei'xing 专利权类型
'zhuan'li'quan'quan'shu'jiu'fen 专利权权属纠纷
'zhuan'li'quan'ren 专利权人
'zhuan'li'quan'ren'di'zhi 专利权人地址
'zhuan'li'quan'ren'guo'ji'bian'geng 专利权人国籍变更
'zhuan'li'quan'ren'ming'cheng 专利权人名称
'zhuan'li'quan'ren'ming'cheng'bian'geng 专利权人名称变更
'zhuan'li'quan'ren'xing'ming 专利权人姓名
'zhuan'li'quan'ren'xing'ming'bian'geng 专利权人姓名变更
'zhuan'li'quan'ren'xing'ming'huo'ming'cheng 专利权人姓名或名称
'zhuan'li'quan'ren'xing'ming'huo'ming'cheng'ji'di'zhi 专利权人姓名或名称及地址
'zhuan'li'quan'sheng'xiao'ri 专利权生效日
'zhuan'li'quan'shou'rang'ren 专利权受让人
'zhuan'li'quan'shou'yu'zhi'ri 专利权授予之日
'zhuan'li'quan'ti'qian'zhong'zhi 专利权提前终止
'zhuan'li'quan'wu'xiao 专利权无效
'zhuan'li'quan'yong'jin 专利权用尽
'zhuan'li'quan'yong'jin'yuan'ze 专利权用尽原则
'zhuan'li'quan'you'xiao 专利权有效
'zhuan'li'quan'you'xiao'qi 专利权有效期
'zhuan'li'quan'you'xiao'qi'xian 专利权有效期限
'zhuan'li'quan'zhi'ya 专利权质押
'zhuan'li'quan'zhi'ya'he'tong 专利权质押合同
'zhuan'li'quan'zhi'ya'he'tong'deng'ji'guan'li'zan'xing'ban'fa 专利权质押合同登记管理暂行办法
'zhuan'li'quan'zhong'zhi 专利权终止
'zhuan'li'quan'zhong'zhi'tong'zhi'shu 专利权终止通知书
'zhuan'li'quan'zhuan'rang 专利权转让
'zhuan'li'quan'zhuan'rang'fei 专利权转让费
'zhuan'li'quan'zhuan'rang'he'tong 专利权转让合同
'zhuan'li'quan'zhuan'rang'ren 专利权转让人
'zhuan'li'quan'zhuan'yi 专利权转移
'zhuan'li'shen'cha 专利审查
'zhuan'li'shen'cha'xie'zuo'zhong'xin 专利审查协作中心
'zhuan'li'shen'cha'ye'wu 专利审查业务
'zhuan'li'shen'cha'ye'wu'zhang 专利审查业务章
